customer_id,is_churned,churn_date,churn_reason
CUST109517,0,,
CUST109518,1,2025-12-10,High Charges
CUST109519,0,,
CUST109520,0,,
CUST109521,1,2026-01-20,Poor Network
CUST109522,0,,
CUST109523,0,,
CUST109524,0,,
CUST109525,0,,
CUST109526,1,2026-01-24,High Charges
CUST109527,0,,
CUST109528,0,,
CUST109529,0,,
CUST109530,0,,
CUST109531,0,,
CUST109532,0,,
CUST109533,1,2025-11-13,Better Offer Elsewhere
CUST109534,0,,
CUST109535,0,,
CUST109536,0,,
CUST109537,0,,
CUST109538,0,,
CUST109539,0,,
CUST109540,0,,
CUST109541,1,2025-12-07,Better Offer Elsewhere
CUST109542,0,,
CUST109543,0,,
CUST109544,0,,
CUST109545,0,,
CUST109546,0,,
CUST109547,1,2025-10-24,Poor Customer Service
CUST109548,0,,
CUST109549,0,,
CUST109550,1,2025-09-29,Poor Network
CUST109551,0,,
CUST109552,0,,
CUST109553,0,,
CUST109554,0,,
CUST109555,0,,
CUST109556,0,,
CUST109557,0,,
CUST109558,0,,
CUST109559,1,2025-09-08,Better Offer Elsewhere
CUST109560,0,,
CUST109561,0,,
CUST109562,1,2026-01-03,Better Offer Elsewhere
CUST109563,0,,
CUST109564,0,,
CUST109565,0,,
CUST109566,0,,
CUST109567,0,,
CUST109568,0,,
CUST109569,1,2025-09-17,High Charges
CUST109570,0,,
CUST109571,0,,
CUST109572,1,2026-01-02,High Charges
CUST109573,0,,
CUST109574,0,,
CUST109575,0,,
CUST109576,0,,
CUST109577,0,,
CUST109578,0,,
CUST109579,1,2025-12-07,Poor Customer Service
CUST109580,0,,
CUST109581,0,,
CUST109582,0,,
CUST109583,0,,
CUST109584,0,,
CUST109585,0,,
CUST109586,0,,
CUST109587,0,,
CUST109588,0,,
CUST109589,0,,
CUST109590,0,,
CUST109591,0,,
CUST109592,1,2025-09-05,Poor Network
CUST109593,0,,
CUST109594,0,,
CUST109595,1,2025-10-01,Poor Customer Service
CUST109596,0,,
CUST109597,0,,
CUST109598,0,,
CUST109599,1,2025-09-29,Other
CUST109600,0,,
CUST109601,0,,
CUST109602,0,,
CUST109603,0,,
CUST109604,0,,
CUST109605,0,,
CUST109606,0,,
CUST109607,0,,
CUST109608,0,,
CUST109609,1,2025-08-31,Poor Network
CUST109610,1,2025-09-17,High Charges
CUST109611,0,,
CUST109612,0,,
CUST109613,0,,
CUST109614,0,,
CUST109615,0,,
CUST109616,1,2025-11-30,Better Offer Elsewhere
CUST109617,0,,
CUST109618,0,,
CUST109619,0,,
CUST109620,0,,
CUST109621,0,,
CUST109622,0,,
CUST109623,1,2025-09-05,High Charges
CUST109624,0,,
CUST109625,0,,
CUST109626,0,,
CUST109627,0,,
CUST109628,0,,
CUST109629,0,,
CUST109630,1,2025-08-11,High Charges
CUST109631,0,,
CUST109632,0,,
CUST109633,0,,
CUST109634,1,2025-08-05,Poor Network
CUST109635,0,,
CUST109636,0,,
CUST109637,0,,
CUST109638,0,,
CUST109639,0,,
CUST109640,1,2026-01-06,High Charges
CUST109641,1,2026-01-20,Poor Network
CUST109642,1,2025-11-09,Poor Customer Service
CUST109643,0,,
CUST109644,0,,
CUST109645,1,2025-10-18,Poor Network
CUST109646,1,2025-12-09,Other
CUST109647,1,2025-09-09,Poor Network
CUST109648,0,,
CUST109649,0,,
CUST109650,0,,
CUST109651,1,2025-11-07,Better Offer Elsewhere
CUST109652,0,,
CUST109653,1,2026-01-27,Poor Network
CUST109654,0,,
CUST109655,0,,
CUST109656,0,,
CUST109657,0,,
CUST109658,0,,
CUST109659,0,,
CUST109660,0,,
CUST109661,1,2025-10-09,High Charges
CUST109662,0,,
CUST109663,0,,
CUST109664,0,,
CUST109665,0,,
CUST109666,0,,
CUST109667,1,2025-08-12,High Charges
CUST109668,1,2025-11-12,Better Offer Elsewhere
CUST109669,0,,
CUST109670,0,,
CUST109671,0,,
CUST109672,0,,
CUST109673,0,,
CUST109674,0,,
CUST109675,0,,
CUST109676,0,,
CUST109677,0,,
CUST109678,0,,
CUST109679,0,,
CUST109680,0,,
CUST109681,1,2025-12-14,Better Offer Elsewhere
CUST109682,0,,
CUST109683,0,,
CUST109684,1,2026-01-22,Poor Network
CUST109685,1,2025-12-01,Poor Network
CUST109686,0,,
CUST109687,0,,
CUST109688,0,,
CUST109689,0,,
CUST109690,0,,
CUST109691,1,2025-09-30,Poor Network
CUST109692,0,,
CUST109693,0,,
CUST109694,0,,
CUST109695,0,,
CUST109696,1,2025-11-30,High Charges
CUST109697,0,,
CUST109698,0,,
CUST109699,0,,
CUST109700,0,,
CUST109701,0,,
CUST109702,0,,
CUST109703,0,,
CUST109704,0,,
CUST109705,1,2025-10-31,Better Offer Elsewhere
CUST109706,0,,
CUST109707,0,,
CUST109708,1,2025-09-16,Poor Network
CUST109709,0,,
CUST109710,1,2025-11-05,High Charges
CUST109711,0,,
CUST109712,0,,
CUST109713,0,,
CUST109714,0,,
CUST109715,0,,
CUST109716,1,2025-10-29,High Charges
CUST109717,0,,
CUST109718,1,2025-12-19,Other
CUST109719,0,,
CUST109720,0,,
CUST109721,0,,
CUST109722,1,2025-10-17,Poor Customer Service
CUST109723,0,,
CUST109724,1,2025-08-18,High Charges
CUST109725,0,,
CUST109726,1,2025-09-18,Poor Network
CUST109727,0,,
CUST109728,0,,
CUST109729,0,,
CUST109730,0,,
CUST109731,0,,
CUST109732,0,,
CUST109733,0,,
CUST109734,0,,
CUST109735,1,2025-10-13,High Charges
CUST109736,1,2025-10-07,Poor Network
CUST109737,1,2025-10-25,Poor Network
CUST109738,0,,
CUST109739,0,,
CUST109740,0,,
CUST109741,0,,
CUST109742,1,2025-10-23,High Charges
CUST109743,1,2026-01-11,Poor Customer Service
CUST109744,0,,
CUST109745,0,,
CUST109746,0,,
CUST109747,1,2025-11-13,High Charges
CUST109748,0,,
CUST109749,1,2025-11-30,High Charges
CUST109750,0,,
CUST109751,0,,
CUST109752,0,,
CUST109753,0,,
CUST109754,0,,
CUST109755,0,,
CUST109756,1,2025-12-10,Better Offer Elsewhere
CUST109757,1,2025-10-31,Other
CUST109758,0,,
CUST109759,0,,
CUST109760,0,,
CUST109761,0,,
CUST109762,0,,
CUST109763,0,,
CUST109764,1,2025-10-06,Poor Network
CUST109765,0,,
CUST109766,0,,
CUST109767,0,,
CUST109768,0,,
CUST109769,0,,
CUST109770,0,,
CUST109771,0,,
CUST109772,0,,
CUST109773,0,,
CUST109774,0,,
CUST109775,0,,
CUST109776,0,,
CUST109777,0,,
CUST109778,0,,
CUST109779,0,,
CUST109780,0,,
CUST109781,0,,
CUST109782,1,2026-01-17,Poor Network
CUST109783,0,,
CUST109784,0,,
CUST109785,0,,
CUST109786,0,,
CUST109787,0,,
CUST109788,0,,
CUST109789,0,,
CUST109790,1,2025-10-10,Better Offer Elsewhere
CUST109791,0,,
CUST109792,0,,
CUST109793,0,,
CUST109794,0,,
CUST109795,0,,
CUST109796,0,,
CUST109797,0,,
CUST109798,0,,
CUST109799,0,,
CUST109800,0,,
CUST109801,0,,
CUST109802,0,,
CUST109803,0,,
CUST109804,0,,
CUST109805,0,,
CUST109806,0,,
CUST109807,0,,
CUST109808,0,,
CUST109809,0,,
CUST109810,0,,
CUST109811,0,,
CUST109812,0,,
CUST109813,0,,
CUST109814,0,,
CUST109815,0,,
CUST109816,0,,
CUST109817,0,,
CUST109818,1,2025-08-30,Poor Customer Service
CUST109819,0,,
CUST109820,1,2025-11-09,High Charges
CUST109821,0,,
CUST109822,0,,
CUST109823,0,,
CUST109824,0,,
CUST109825,0,,
CUST109826,0,,
CUST109827,0,,
CUST109828,0,,
CUST109829,0,,
CUST109830,0,,
CUST109831,0,,
CUST109832,0,,
CUST109833,0,,
CUST109834,1,2025-11-26,High Charges
CUST109835,0,,
CUST109836,0,,
CUST109837,0,,
CUST109838,1,2025-11-29,High Charges
CUST109839,0,,
CUST109840,0,,
CUST109841,0,,
CUST109842,1,2025-10-22,Poor Customer Service
CUST109843,0,,
CUST109844,0,,
CUST109845,1,2026-01-26,Better Offer Elsewhere
CUST109846,0,,
CUST109847,0,,
CUST109848,0,,
CUST109849,0,,
CUST109850,0,,
CUST109851,1,2026-01-27,Poor Network
CUST109852,0,,
CUST109853,1,2025-09-16,High Charges
CUST109854,0,,
CUST109855,0,,
CUST109856,1,2025-09-22,Poor Network
CUST109857,0,,
CUST109858,0,,
CUST109859,0,,
CUST109860,0,,
CUST109861,0,,
CUST109862,1,2025-09-08,Other
CUST109863,0,,
CUST109864,0,,
CUST109865,0,,
CUST109866,0,,
CUST109867,1,2025-08-19,Poor Customer Service
CUST109868,0,,
CUST109869,0,,
CUST109870,0,,
CUST109871,0,,
CUST109872,1,2025-10-16,Poor Network
CUST109873,0,,
CUST109874,0,,
CUST109875,1,2025-12-21,Better Offer Elsewhere
CUST109876,1,2025-09-13,Poor Network
CUST109877,0,,
CUST109878,0,,
CUST109879,0,,
CUST109880,0,,
CUST109881,1,2025-10-31,High Charges
CUST109882,0,,
CUST109883,0,,
CUST109884,0,,
CUST109885,1,2026-01-22,High Charges
CUST109886,0,,
CUST109887,0,,
CUST109888,1,2025-12-27,Poor Network
CUST109889,0,,
CUST109890,0,,
CUST109891,0,,
CUST109892,0,,
CUST109893,0,,
CUST109894,0,,
CUST109895,1,2025-11-13,Other
CUST109896,0,,
CUST109897,0,,
CUST109898,0,,
CUST109899,0,,
CUST109900,0,,
CUST109901,0,,
CUST109902,0,,
CUST109903,1,2025-11-28,Poor Customer Service
CUST109904,1,2025-11-22,Poor Customer Service
CUST109905,0,,
CUST109906,0,,
CUST109907,0,,
CUST109908,0,,
CUST109909,0,,
CUST109910,0,,
CUST109911,1,2025-09-09,Better Offer Elsewhere
CUST109912,0,,
CUST109913,0,,
CUST109914,0,,
CUST109915,0,,
CUST109916,1,2025-11-20,Better Offer Elsewhere
CUST109917,0,,
CUST109918,1,2026-01-21,Poor Network
CUST109919,1,2025-10-01,Better Offer Elsewhere
CUST109920,0,,
CUST109921,0,,
CUST109922,0,,
CUST109923,0,,
CUST109924,0,,
CUST109925,0,,
CUST109926,1,2026-01-10,Poor Network
CUST109927,0,,
CUST109928,0,,
CUST109929,1,2025-10-24,High Charges
CUST109930,0,,
CUST109931,0,,
CUST109932,0,,
CUST109933,0,,
CUST109934,1,2025-10-30,High Charges
CUST109935,1,2025-11-18,Better Offer Elsewhere
CUST109936,0,,
CUST109937,1,2025-12-09,High Charges
CUST109938,0,,
CUST109939,0,,
CUST109940,0,,
CUST109941,0,,
CUST109942,0,,
CUST109943,0,,
CUST109944,0,,
CUST109945,0,,
CUST109946,0,,
CUST109947,1,2025-08-28,Better Offer Elsewhere
CUST109948,0,,
CUST109949,1,2025-09-05,High Charges
CUST109950,0,,
CUST109951,1,2025-08-25,High Charges
CUST109952,0,,
CUST109953,0,,
CUST109954,1,2026-01-26,Better Offer Elsewhere
CUST109955,0,,
CUST109956,1,2025-12-09,High Charges
CUST109957,0,,
CUST109958,1,2025-12-25,High Charges
CUST109959,0,,
CUST109960,0,,
CUST109961,0,,
CUST109962,0,,
CUST109963,0,,
CUST109964,1,2026-01-12,Other
CUST109965,0,,
CUST109966,0,,
CUST109967,0,,
CUST109968,1,2026-01-24,Poor Network
CUST109969,0,,
CUST109970,0,,
CUST109971,0,,
CUST109972,0,,
CUST109973,1,2025-10-25,Better Offer Elsewhere
CUST109974,1,2025-12-08,Poor Network
CUST109975,0,,
CUST109976,1,2025-11-10,High Charges
CUST109977,1,2025-11-17,Poor Customer Service
CUST109978,0,,
CUST109979,0,,
CUST109980,0,,
CUST109981,0,,
CUST109982,1,2025-10-23,High Charges
CUST109983,0,,
CUST109984,0,,
CUST109985,0,,
CUST109986,0,,
CUST109987,1,2025-11-10,Poor Customer Service
CUST109988,0,,
CUST109989,0,,
CUST109990,0,,
CUST109991,1,2025-09-09,Poor Network
CUST109992,0,,
CUST109993,0,,
CUST109994,0,,
CUST109995,1,2025-08-25,Poor Customer Service
CUST109996,0,,
CUST109997,1,2025-08-24,High Charges
CUST109998,0,,
CUST109999,0,,
CUST110000,0,,
CUST110001,0,,
CUST110002,0,,
CUST110003,0,,
CUST110004,0,,
CUST110005,0,,
CUST110006,0,,
CUST110007,0,,
CUST110008,0,,
CUST110009,0,,
CUST110010,0,,
CUST110011,0,,
CUST110012,0,,
CUST110013,0,,
CUST110014,0,,
CUST110015,0,,
CUST110016,0,,
CUST110017,0,,
CUST110018,0,,
CUST110019,0,,
CUST110020,0,,
CUST110021,0,,
CUST110022,1,2025-09-15,High Charges
CUST110023,1,2025-11-07,Poor Network
CUST110024,0,,
CUST110025,0,,
CUST110026,0,,
CUST110027,0,,
CUST110028,0,,
CUST110029,0,,
CUST110030,0,,
CUST110031,0,,
CUST110032,0,,
CUST110033,0,,
CUST110034,0,,
CUST110035,0,,
CUST110036,0,,
CUST110037,0,,
CUST110038,1,2025-08-07,Poor Customer Service
CUST110039,0,,
CUST110040,0,,
CUST110041,0,,
CUST110042,0,,
CUST110043,0,,
CUST110044,0,,
CUST110045,1,2025-11-29,Other
CUST110046,0,,
CUST110047,0,,
CUST110048,0,,
CUST110049,0,,
CUST110050,0,,
CUST110051,0,,
CUST110052,1,2025-10-20,Poor Network
CUST110053,1,2025-12-11,Better Offer Elsewhere
CUST110054,0,,
CUST110055,0,,
CUST110056,0,,
CUST110057,0,,
CUST110058,0,,
CUST110059,1,2025-11-04,Poor Customer Service
CUST110060,0,,
CUST110061,0,,
CUST110062,0,,
CUST110063,0,,
CUST110064,0,,
CUST110065,0,,
CUST110066,1,2025-08-18,Poor Network
CUST110067,0,,
CUST110068,0,,
CUST110069,0,,
CUST110070,0,,
CUST110071,0,,
CUST110072,0,,
CUST110073,0,,
CUST110074,0,,
CUST110075,1,2025-12-07,Better Offer Elsewhere
CUST110076,1,2025-12-25,Poor Customer Service
CUST110077,0,,
CUST110078,0,,
CUST110079,0,,
CUST110080,0,,
CUST110081,0,,
CUST110082,0,,
CUST110083,0,,
CUST110084,0,,
CUST110085,0,,
CUST110086,0,,
CUST110087,1,2025-11-06,Better Offer Elsewhere
CUST110088,1,2025-11-25,Poor Customer Service
CUST110089,0,,
CUST110090,0,,
CUST110091,0,,
CUST110092,0,,
CUST110093,0,,
CUST110094,0,,
CUST110095,0,,
CUST110096,0,,
CUST110097,1,2025-12-27,High Charges
CUST110098,0,,
CUST110099,0,,
CUST110100,0,,
CUST110101,0,,
CUST110102,0,,
CUST110103,0,,
CUST110104,0,,
CUST110105,1,2025-11-19,Poor Network
CUST110106,0,,
CUST110107,0,,
CUST110108,0,,
CUST110109,0,,
CUST110110,0,,
CUST110111,0,,
CUST110112,0,,
CUST110113,0,,
CUST110114,0,,
CUST110115,1,2025-11-28,Other
CUST110116,0,,
CUST110117,1,2025-09-14,Poor Customer Service
CUST110118,0,,
CUST110119,0,,
CUST110120,0,,
CUST110121,0,,
CUST110122,1,2025-08-20,Better Offer Elsewhere
CUST110123,1,2025-09-08,High Charges
CUST110124,0,,
CUST110125,0,,
CUST110126,0,,
CUST110127,0,,
CUST110128,1,2026-01-14,High Charges
CUST110129,0,,
CUST110130,0,,
CUST110131,0,,
CUST110132,0,,
CUST110133,0,,
CUST110134,0,,
CUST110135,0,,
CUST110136,0,,
CUST110137,0,,
CUST110138,1,2026-01-01,Better Offer Elsewhere
CUST110139,0,,
CUST110140,0,,
CUST110141,0,,
CUST110142,0,,
CUST110143,0,,
CUST110144,0,,
CUST110145,0,,
CUST110146,1,2025-10-10,High Charges
CUST110147,0,,
CUST110148,1,2025-09-02,High Charges
CUST110149,0,,
CUST110150,1,2025-10-24,High Charges
CUST110151,0,,
CUST110152,0,,
CUST110153,0,,
CUST110154,0,,
CUST110155,0,,
CUST110156,0,,
CUST110157,0,,
CUST110158,0,,
CUST110159,0,,
CUST110160,0,,
CUST110161,0,,
CUST110162,0,,
CUST110163,0,,
CUST110164,0,,
CUST110165,1,2025-11-05,Poor Network
CUST110166,1,2025-09-27,Poor Network
CUST110167,0,,
CUST110168,0,,
CUST110169,0,,
CUST110170,0,,
CUST110171,0,,
CUST110172,1,2025-11-26,Better Offer Elsewhere
CUST110173,1,2025-08-07,Other
CUST110174,1,2025-12-21,Poor Network
CUST110175,0,,
CUST110176,0,,
CUST110177,0,,
CUST110178,0,,
CUST110179,1,2025-09-04,High Charges
CUST110180,1,2026-01-15,High Charges
CUST110181,0,,
CUST110182,1,2026-01-13,High Charges
CUST110183,0,,
CUST110184,0,,
CUST110185,0,,
CUST110186,0,,
CUST110187,0,,
CUST110188,0,,
CUST110189,0,,
CUST110190,0,,
CUST110191,0,,
CUST110192,0,,
CUST110193,0,,
CUST110194,0,,
CUST110195,0,,
CUST110196,1,2025-12-20,Poor Customer Service
CUST110197,0,,
CUST110198,0,,
CUST110199,0,,
CUST110200,0,,
CUST110201,0,,
CUST110202,0,,
CUST110203,0,,
CUST110204,0,,
CUST110205,1,2025-11-04,Poor Network
CUST110206,0,,
CUST110207,1,2025-08-20,Better Offer Elsewhere
CUST110208,0,,
CUST110209,1,2025-10-26,Poor Network
CUST110210,0,,
CUST110211,0,,
CUST110212,0,,
CUST110213,0,,
CUST110214,0,,
CUST110215,0,,
CUST110216,0,,
CUST110217,1,2025-09-20,Poor Network
CUST110218,0,,
CUST110219,0,,
CUST110220,0,,
CUST110221,0,,
CUST110222,0,,
CUST110223,0,,
CUST110224,0,,
CUST110225,0,,
CUST110226,0,,
CUST110227,0,,
CUST110228,0,,
CUST110229,0,,
CUST110230,0,,
CUST110231,0,,
CUST110232,0,,
CUST110233,0,,
CUST110234,0,,
CUST110235,1,2026-01-11,Better Offer Elsewhere
CUST110236,1,2025-11-09,Poor Customer Service
CUST110237,0,,
CUST110238,0,,
CUST110239,0,,
CUST110240,0,,
CUST110241,0,,
CUST110242,0,,
CUST110243,0,,
CUST110244,1,2025-11-09,Poor Network
CUST110245,0,,
CUST110246,0,,
CUST110247,0,,
CUST110248,0,,
CUST110249,0,,
CUST110250,0,,
CUST110251,0,,
CUST110252,1,2025-10-05,High Charges
CUST110253,0,,
CUST110254,0,,
CUST110255,1,2025-09-11,Better Offer Elsewhere
CUST110256,0,,
CUST110257,0,,
CUST110258,0,,
CUST110259,0,,
CUST110260,0,,
CUST110261,0,,
CUST110262,1,2025-12-12,Poor Network
CUST110263,1,2025-08-22,Better Offer Elsewhere
CUST110264,0,,
CUST110265,0,,
CUST110266,1,2025-09-03,High Charges
CUST110267,0,,
CUST110268,0,,
CUST110269,0,,
CUST110270,1,2025-09-13,High Charges
CUST110271,0,,
CUST110272,1,2025-08-10,Other
CUST110273,0,,
CUST110274,0,,
CUST110275,0,,
CUST110276,1,2025-09-24,Better Offer Elsewhere
CUST110277,0,,
CUST110278,0,,
CUST110279,0,,
CUST110280,0,,
CUST110281,0,,
CUST110282,0,,
CUST110283,0,,
CUST110284,0,,
CUST110285,0,,
CUST110286,0,,
CUST110287,0,,
CUST110288,0,,
CUST110289,0,,
CUST110290,1,2025-11-08,Other
CUST110291,0,,
CUST110292,0,,
CUST110293,1,2025-12-22,Better Offer Elsewhere
CUST110294,0,,
CUST110295,0,,
CUST110296,0,,
CUST110297,0,,
CUST110298,1,2025-11-05,Poor Network
CUST110299,0,,
CUST110300,0,,
CUST110301,1,2026-01-04,Poor Customer Service
CUST110302,1,2025-08-11,Poor Network
CUST110303,0,,
CUST110304,0,,
CUST110305,0,,
CUST110306,1,2026-01-07,Poor Customer Service
CUST110307,0,,
CUST110308,0,,
CUST110309,0,,
CUST110310,0,,
CUST110311,0,,
CUST110312,1,2025-10-13,High Charges
CUST110313,0,,
CUST110314,0,,
CUST110315,0,,
CUST110316,0,,
CUST110317,0,,
CUST110318,0,,
CUST110319,1,2025-08-05,High Charges
CUST110320,0,,
CUST110321,1,2025-12-26,Poor Network
CUST110322,0,,
CUST110323,0,,
CUST110324,0,,
CUST110325,0,,
CUST110326,0,,
CUST110327,0,,
CUST110328,0,,
CUST110329,0,,
CUST110330,1,2025-12-11,High Charges
CUST110331,0,,
CUST110332,0,,
CUST110333,0,,
CUST110334,1,2025-12-31,High Charges
CUST110335,0,,
CUST110336,1,2025-12-06,Other
CUST110337,0,,
CUST110338,0,,
CUST110339,0,,
CUST110340,0,,
CUST110341,0,,
CUST110342,0,,
CUST110343,0,,
CUST110344,1,2026-01-21,High Charges
CUST110345,0,,
CUST110346,1,2026-01-05,Other
CUST110347,0,,
CUST110348,0,,
CUST110349,0,,
CUST110350,0,,
CUST110351,0,,
CUST110352,0,,
CUST110353,0,,
CUST110354,0,,
CUST110355,0,,
CUST110356,0,,
CUST110357,0,,
CUST110358,1,2025-10-06,Better Offer Elsewhere
CUST110359,1,2025-12-13,Poor Customer Service
CUST110360,0,,
CUST110361,0,,
CUST110362,0,,
CUST110363,0,,
CUST110364,0,,
CUST110365,0,,
CUST110366,0,,
CUST110367,0,,
CUST110368,0,,
CUST110369,1,2025-09-22,Poor Network
CUST110370,0,,
CUST110371,0,,
CUST110372,0,,
CUST110373,0,,
CUST110374,0,,
CUST110375,1,2025-08-29,Poor Network
CUST110376,0,,
CUST110377,0,,
CUST110378,0,,
CUST110379,0,,
CUST110380,0,,
CUST110381,1,2025-09-26,Poor Network
CUST110382,0,,
CUST110383,0,,
CUST110384,1,2025-09-30,Poor Customer Service
CUST110385,0,,
CUST110386,1,2025-09-22,Poor Network
CUST110387,0,,
CUST110388,0,,
CUST110389,0,,
CUST110390,0,,
CUST110391,1,2025-09-14,High Charges
CUST110392,0,,
CUST110393,0,,
CUST110394,0,,
CUST110395,0,,
CUST110396,0,,
CUST110397,0,,
CUST110398,0,,
CUST110399,0,,
CUST110400,0,,
CUST110401,0,,
CUST110402,1,2025-10-04,High Charges
CUST110403,0,,
CUST110404,0,,
CUST110405,0,,
CUST110406,0,,
CUST110407,0,,
CUST110408,0,,
CUST110409,0,,
CUST110410,0,,
CUST110411,0,,
CUST110412,1,2025-12-25,Better Offer Elsewhere
CUST110413,0,,
CUST110414,0,,
CUST110415,0,,
CUST110416,0,,
CUST110417,0,,
CUST110418,0,,
CUST110419,0,,
CUST110420,1,2025-08-15,Poor Network
CUST110421,0,,
CUST110422,0,,
CUST110423,0,,
CUST110424,0,,
CUST110425,1,2025-12-05,Poor Network
CUST110426,0,,
CUST110427,1,2025-09-20,High Charges
CUST110428,0,,
CUST110429,0,,
CUST110430,0,,
CUST110431,0,,
CUST110432,0,,
CUST110433,0,,
CUST110434,1,2025-10-03,High Charges
CUST110435,0,,
CUST110436,0,,
CUST110437,0,,
CUST110438,0,,
CUST110439,0,,
CUST110440,0,,
CUST110441,0,,
CUST110442,0,,
CUST110443,0,,
CUST110444,1,2025-10-11,Poor Customer Service
CUST110445,0,,
CUST110446,0,,
CUST110447,1,2025-08-06,Better Offer Elsewhere
CUST110448,1,2025-10-23,Poor Customer Service
CUST110449,0,,
CUST110450,0,,
CUST110451,0,,
CUST110452,0,,
CUST110453,1,2026-01-27,Poor Network
CUST110454,0,,
CUST110455,0,,
CUST110456,0,,
CUST110457,1,2025-12-14,Poor Network
CUST110458,0,,
CUST110459,0,,
CUST110460,0,,
CUST110461,1,2025-11-05,Better Offer Elsewhere
CUST110462,0,,
CUST110463,1,2025-09-19,Better Offer Elsewhere
CUST110464,0,,
CUST110465,0,,
CUST110466,0,,
CUST110467,0,,
CUST110468,0,,
CUST110469,0,,
CUST110470,0,,
CUST110471,0,,
CUST110472,0,,
CUST110473,1,2025-08-25,Better Offer Elsewhere
CUST110474,0,,
CUST110475,1,2025-08-20,High Charges
CUST110476,0,,
CUST110477,0,,
CUST110478,0,,
CUST110479,1,2025-11-22,Poor Customer Service
CUST110480,1,2025-09-29,High Charges
CUST110481,0,,
CUST110482,0,,
CUST110483,1,2025-12-22,Poor Customer Service
CUST110484,0,,
CUST110485,0,,
CUST110486,0,,
CUST110487,0,,
CUST110488,1,2025-11-07,High Charges
CUST110489,0,,
CUST110490,1,2025-11-14,Poor Network
CUST110491,0,,
CUST110492,0,,
CUST110493,0,,
CUST110494,1,2025-10-28,High Charges
CUST110495,0,,
CUST110496,0,,
CUST110497,0,,
CUST110498,0,,
CUST110499,0,,
CUST110500,1,2026-01-27,Better Offer Elsewhere
CUST110501,0,,
CUST110502,0,,
CUST110503,0,,
CUST110504,1,2025-08-22,Other
CUST110505,1,2025-10-30,Poor Customer Service
CUST110506,0,,
CUST110507,0,,
CUST110508,1,2025-11-02,High Charges
CUST110509,0,,
CUST110510,1,2025-12-09,High Charges
CUST110511,0,,
CUST110512,0,,
CUST110513,0,,
CUST110514,0,,
CUST110515,1,2025-12-21,Poor Network
CUST110516,0,,
CUST110517,1,2025-10-26,Poor Network
CUST110518,1,2025-08-20,Poor Network
CUST110519,0,,
CUST110520,1,2026-01-20,Poor Network
CUST110521,1,2025-09-19,Better Offer Elsewhere
CUST110522,0,,
CUST110523,1,2025-10-29,Poor Network
CUST110524,0,,
CUST110525,1,2025-12-29,Better Offer Elsewhere
CUST110526,0,,
CUST110527,0,,
CUST110528,1,2025-11-20,High Charges
CUST110529,0,,
CUST110530,0,,
CUST110531,0,,
CUST110532,0,,
CUST110533,1,2025-08-22,Poor Network
CUST110534,0,,
CUST110535,0,,
CUST110536,0,,
CUST110537,0,,
CUST110538,0,,
CUST110539,0,,
CUST110540,0,,
CUST110541,1,2025-12-03,Poor Network
CUST110542,0,,
CUST110543,0,,
CUST110544,0,,
CUST110545,1,2025-10-22,Poor Network
CUST110546,1,2025-12-13,High Charges
CUST110547,1,2025-08-28,Better Offer Elsewhere
CUST110548,1,2025-08-18,Better Offer Elsewhere
CUST110549,0,,
CUST110550,0,,
CUST110551,0,,
CUST110552,0,,
CUST110553,0,,
CUST110554,0,,
CUST110555,0,,
CUST110556,0,,
CUST110557,0,,
CUST110558,0,,
CUST110559,0,,
CUST110560,0,,
CUST110561,0,,
CUST110562,0,,
CUST110563,1,2025-10-09,High Charges
CUST110564,1,2025-08-27,Better Offer Elsewhere
CUST110565,0,,
CUST110566,0,,
CUST110567,0,,
CUST110568,0,,
CUST110569,0,,
CUST110570,0,,
CUST110571,0,,
CUST110572,1,2025-09-15,Poor Customer Service
CUST110573,0,,
CUST110574,0,,
CUST110575,0,,
CUST110576,0,,
CUST110577,1,2025-10-16,High Charges
CUST110578,0,,
CUST110579,0,,
CUST110580,0,,
CUST110581,1,2025-12-12,Better Offer Elsewhere
CUST110582,0,,
CUST110583,0,,
CUST110584,0,,
CUST110585,0,,
CUST110586,1,2025-12-01,Better Offer Elsewhere
CUST110587,0,,
CUST110588,0,,
CUST110589,0,,
CUST110590,1,2025-08-23,High Charges
CUST110591,1,2025-10-02,Poor Customer Service
CUST110592,0,,
CUST110593,0,,
CUST110594,0,,
CUST110595,1,2025-12-28,Poor Network
CUST110596,0,,
CUST110597,0,,
CUST110598,1,2025-08-05,Poor Network
CUST110599,0,,
CUST110600,1,2026-01-15,Other
CUST110601,0,,
CUST110602,0,,
CUST110603,1,2025-08-22,Poor Network
CUST110604,1,2025-10-17,Poor Customer Service
CUST110605,1,2025-12-01,Poor Network
CUST110606,1,2025-08-31,Poor Network
CUST110607,1,2025-11-09,Better Offer Elsewhere
CUST110608,0,,
CUST110609,0,,
CUST110610,0,,
CUST110611,0,,
CUST110612,0,,
CUST110613,0,,
CUST110614,0,,
CUST110615,0,,
CUST110616,0,,
CUST110617,0,,
CUST110618,0,,
CUST110619,0,,
CUST110620,0,,
CUST110621,0,,
CUST110622,0,,
CUST110623,1,2026-01-19,Poor Customer Service
CUST110624,0,,
CUST110625,0,,
CUST110626,0,,
CUST110627,1,2026-01-18,Better Offer Elsewhere
CUST110628,0,,
CUST110629,0,,
CUST110630,0,,
CUST110631,0,,
CUST110632,0,,
CUST110633,0,,
